Level,MoneyProfit,CommonUpgradeCost,RareUpgradeCost,LegendaryUpgradeCost
925,5.30387560090E+11,2.38874625641548E+19,4.85683486204322E+18,4.46891631036799E+18
926,5.45254829616E+11,2.47068433510423E+19,5.01678342914879E+18,4.61442079270733E+18
927,5.60122099142E+11,2.55351076236620E+19,5.17812290683859E+18,4.76110085739808E+18
928,5.74989368668E+11,2.63723148071688E+19,5.34086095169304E+18,4.90896243863572E+18
929,5.89856638194E+11,2.72185245920725E+19,5.50500524981932E+18,5.05801149165356E+18
930,6.04723907720E+11,2.80737969350317E+19,5.67056351693174E+18,5.20825399277633E+18
931,6.24498379502E+11,2.91673844151489E+19,5.88377722104968E+18,5.40214507847311E+18
932,6.44272851284E+11,3.02729271744288E+19,6.09885874168546E+18,5.59761350124206E+18
933,6.64047323066E+11,3.13905051473074E+19,6.31581836198356E+18,5.79466722467264E+18
934,6.83821794848E+11,3.25201986243410E+19,6.53466640468269E+18,5.99331424055040E+18
935,7.03596266630E+11,3.36620882532685E+19,6.75541323222333E+18,6.19356256892866E+18
936,7.23370738412E+11,3.48162550400769E+19,6.97806924685540E+18,6.39542025820035E+18
937,7.43145210194E+11,3.59827803500685E+19,7.20264489074624E+18,6.59889538516988E+18
938,7.62919681976E+11,3.71617459089296E+19,7.42915064608873E+18,6.80399605512528E+18
939,7.82694153758E+11,3.83532338038027E+19,7.65759703520957E+18,7.01073040191033E+18
940,8.02468625540E+11,3.95573264843589E+19,7.88799462067783E+18,7.21910658799690E+18
941,8.28789596458E+11,4.10987402640766E+19,8.18500628483521E+18,7.48828174924865E+18
942,8.55110567376E+11,4.26567959963237E+19,8.48459747738260E+18,7.75962857786121E+18
943,8.81431538294E+11,4.42316036825233E+19,8.78678228588633E+18,8.03315795848275E+18
944,9.07752509212E+11,4.58232738095183E+19,9.09157485176791E+18,8.30888081406040E+18
945,9.34073480130E+11,4.74319173510103E+19,9.39898937044935E+18,8.58680810593707E+18
946,9.60394451048E+11,4.90576457689993E+19,9.70904009149879E+18,8.86695083394841E+18
947,9.86715421966E+11,5.07005710152281E+19,1.00217413187764E+19,9.14932003652004E+18
948,1.013036392884E+12,5.23608055326280E+19,1.03371074105804E+19,9.43392679076480E+18
949,1.039357363802E+12,5.40384622567684E+19,1.06551527797935E+19,9.72078221258033E+18
950,1.065678334720E+12,5.57336546173083E+19,1.09758918940298E+19,1.00098974567467E+19
951,1.100739151932E+12,5.79062711448849E+19,1.13897738465584E+19,1.03837303228535E+19
952,1.135799969144E+12,6.01020589007926E+19,1.18072198198549E+19,1.07605546138521E+19
953,1.170860786356E+12,6.23211693279316E+19,1.22282491238108E+19,1.11403852155224E+19
954,1.205921603568E+12,6.45637545312422E+19,1.26528811416148E+19,1.15232370656989E+19
955,1.240982420780E+12,6.68299672796514E+19,1.30811353299494E+19,1.19091251544015E+19
956,1.276043237992E+12,6.91199610080233E+19,1.35130312191876E+19,1.22980645239667E+19
957,1.311104055204E+12,7.14338898191127E+19,1.39485884135905E+19,1.26900702691789E+19
958,1.346164872416E+12,7.37719084855228E+19,1.43878265915047E+19,1.30851575374019E+19
959,1.381225689628E+12,7.61341724516666E+19,1.48307655055605E+19,1.34833415287110E+19
960,1.416286506840E+12,7.85208378357323E+19,1.52774249828701E+19,1.38846374960245E+19
961,1.463023961566E+12,8.15831904404957E+19,1.58543612184293E+19,1.44040216370728E+19
962,1.509761416292E+12,8.46778131341171E+19,1.64362239285185E+19,1.49275284679412E+19
963,1.556498871018E+12,8.78049145043160E+19,1.70230395956260E+19,1.54551783581718E+19
964,1.603236325744E+12,9.09647040422474E+19,1.76148348020589E+19,1.59869917481023E+19
965,1.649973780470E+12,9.41573921451384E+19,1.82116362302089E+19,1.65229891490429E+19
966,1.696711235196E+12,9.73831901189295E+19,1.88134706628187E+19,1.70631911434537E+19
967,1.743448689922E+12,1.00642310180921E+20,1.94203649832495E+19,1.76076183851223E+19
968,1.790186144648E+12,1.03934965462424E+20,2.00323461757480E+19,1.81562915993419E+19
969,1.836923599374E+12,1.07261370011418E+20,2.06494413257145E+19,1.87092315830892E+19
970,1.883661054100E+12,1.10621738795212E+20,2.12716776199715E+19,1.92664592052033E+19
971,1.946010234991E+12,1.14938372471530E+20,2.20761869579734E+19,1.99883505007446E+19
972,2.008359415882E+12,1.19299959637074E+20,2.28875091732721E+19,2.07159264323814E+19
973,2.070708596773E+12,1.23706787714244E+20,2.37056806049598E+19,2.14492148898370E+19
974,2.133057777664E+12,1.28159145358992E+20,2.45307377281481E+19,2.21882438591795E+19
975,2.195406958555E+12,1.32657322464396E+20,2.53627171543285E+19,2.29330414230612E+19
976,2.257756139446E+12,1.37201610164236E+20,2.62016556317333E+19,2.36836357609589E+19
977,2.320105320337E+12,1.41792300836586E+20,2.70475900456973E+19,2.44400551494139E+19
978,2.382454501228E+12,1.46429688107401E+20,2.79005574190196E+19,2.52023279622732E+19
979,2.444803682119E+12,1.51114066854126E+20,2.87605949123270E+19,2.59704826709305E+19
980,2.507152863010E+12,1.55845733209294E+20,2.96277398244371E+19,2.67445478445682E+19
981,2.590390338062E+12,1.61930755826382E+20,3.07499902309145E+19,2.77483079334821E+19
982,2.673627813114E+12,1.68078417374064E+20,3.18816665917677E+19,2.87599103640185E+19
983,2.756865288166E+12,1.74289114082277E+20,3.30228187985324E+19,2.97793933447818E+19
984,2.840102763218E+12,1.80563243866213E+20,3.41734969282073E+19,3.08067952155739E+19
985,2.923340238270E+12,1.86901206331164E+20,3.53337512437423E+19,3.18421544477187E+19
986,3.006577713322E+12,1.93303402777381E+20,3.65036321945273E+19,3.28855096443868E+19
987,3.089815188374E+12,1.99770236204935E+20,3.76831904168826E+19,3.39368995409219E+19
988,3.173052663426E+12,2.06302111318590E+20,3.88724767345494E+19,3.49963630051659E+19
989,3.256290138478E+12,2.12899434532688E+20,4.00715421591819E+19,3.60639390377864E+19
990,3.339527613530E+12,2.19562613976038E+20,4.12804378908397E+19,3.71396667726038E+19
991,3.450733883061E+12,2.28141183214195E+20,4.28464935534752E+19,3.85359258154426E+19
992,3.561940152592E+12,2.37897812475343E+20,4.44255965746933E+19,3.99430094494003E+19
993,3.673146422123E+12,2.47818534437657E+20,4.60178154904292E+19,4.13609700505479E+19
994,3.784352691654E+12,2.57904670190954E+20,4.76232190896524E+19,4.27898601737281E+19
995,3.895558961185E+12,2.68157547195349E+20,4.92418764150284E+19,4.42297325529949E+19
996,4.006765230716E+12,2.78578499300781E+20,5.08738567635821E+19,4.56806401020542E+19
997,4.117971500247E+12,2.89168866766575E+20,5.25192296873624E+19,4.71426359147051E+19
998,4.229177769778E+12,2.99929996281044E+20,5.41780649941076E+19,4.86157732652818E+19
999,4.340384039309E+12,3.10863240981129E+20,5.58504327479121E+19,5.01001056090966E+19
1000,4.451590308840E+12,3.22028747541226E+20,5.75468529509574E+19,5.16050542824118E+19
1001,4.600273425155E+12,3.36142561547200E+20,5.97497340649925E+19,5.35630572416587E+19
1002,4.748956541470E+12,3.50526691318519E+20,6.19775602126615E+19,5.55421544838253E+19
1003,4.897639657785E+12,3.65187453405773E+20,6.42310659319372E+19,5.75429831854266E+19
1004,5.046322774100E+12,3.80131341049443E+20,6.65109983242475E+19,5.95661907515131E+19
1005,5.195005890415E+12,3.95365027106718E+20,6.88181172059243E+19,6.16124349311999E+19
1006,5.343689006730E+12,4.10895367061293E+20,7.11531952647747E+19,6.36823839372594E+19
1007,5.492372123045E+12,4.26729402118229E+20,7.35170182218650E+19,6.57767165698435E+19
1008,5.641055239360E+12,4.42874362385935E+20,7.59103849986073E+19,6.78961223444005E+19
1009,5.789738355675E+12,4.59337670147414E+20,7.83341078892402E+19,7.00413016238522E+19
1010,5.938421471990E+12,4.76126943222902E+20,8.07890127387963E+19,7.22129657551008E+19
1011,6.137358591302E+12,4.97322178645695E+20,8.39634497868891E+19,7.50261674938792E+19
1012,6.336295710614E+12,5.18946522733871E+20,8.71785905202540E+19,7.78739063220580E+19
1013,6.535232829926E+12,5.41010366839433E+20,9.04355524088287E+19,8.07571439649882E+19
1014,6.734169949238E+12,5.63524374649862E+20,9.37354716336194E+19,8.36768572920236E+19
1015,6.933107068550E+12,5.86499487139617E+20,9.70795033511823E+19,8.66340385198322E+19
1016,7.132044187862E+12,6.09946927657902E+20,1.00468821966045E+20,8.96296954219314E+19
1017,7.330981307174E+12,6.33878207155833E+20,1.03904621411197E+20,9.26648515445415E+19
1018,7.529918426486E+12,6.58305129556230E+20,1.07388115436793E+20,9.57405464288577E+19
1019,7.728855545798E+12,6.83239797269263E+20,1.10920537907200E+20,9.88578358398399E+19
1020,7.927792665110E+12,7.08694616857295E+20,1.14503143106528E+20,1.02017792001620E+20
1021,8.194166498658E+12,7.40778799009310E+20,1.19117524731596E+20,1.06094646256587E+20
1022,8.460540332206E+12,7.73547374027513E+20,1.23797537233365E+20,1.10227261533445E+20
1023,8.726914165754E+12,8.07017273104660E+20,1.28544879793645E+20,1.14417089167435E+20
1024,8.993287999302E+12,8.41205852648661E+20,1.33361279914264E+20,1.18665603287868E+20
1025,9.259661832850E+12,8.76130902602425E+20,1.38248493866914E+20,1.22974301164928E+20
1026,9.526035666398E+12,9.11810654985238E+20,1.43208307155283E+20,1.27344703565995E+20
1027,9.792409499946E+12,9.48263792660582E+20,1.48242534989672E+20,1.31778355121640E+20
1028,1.0058783333494E+13,9.85509458335422E+20,1.53353022774302E+20,1.36276824701433E+20
1029,1.0325157167042E+13,1.02356726379608E+21,1.58541646607531E+20,1.40841705799727E+20
1030,1.0591531000590E+13,1.06245729938588E+21,1.63810313795193E+20,1.45474616931570E+20
1031,1.0948465595310E+13,1.11139308523243E+21,1.70571856716108E+20,1.51429760606599E+20
1032,1.1305400190030E+13,1.16142380887733E+21,1.77438269172737E+20,1.57473989742075E+20
1033,1.1662334784750E+13,1.21257690576572E+21,1.84412138148898E+20,1.63609497806552E+20
1034,1.2019269379470E+13,1.26488048251342E+21,1.91496094067857E+20,1.69838513047129E+20
1035,1.2376203974190E+13,1.31836333079501E+21,1.98692811543250E+20,1.76163299068362E+20
1036,1.2733138568910E+13,1.37305494159029E+21,2.06005010149024E+20,1.82586155425771E+20
1037,1.3090073163630E+13,1.42898551979719E+21,2.13435455208709E+20,1.89109418234160E+20
1038,1.3447007758350E+13,1.48618599921881E+21,2.20986958604360E+20,1.95735460790998E+20
1039,1.3803942353070E+13,1.54468805793291E+21,2.28662379605488E+20,2.02466694215092E+20
1040,1.4160876947790E+13,1.60452413405215E+21,2.36464625718334E+20,2.09305568100799E+20
1041,1.4639514588625E+13,1.67969126164243E+21,2.46445434607365E+20,2.18067436713438E+20
1042,1.5118152229460E+13,1.75661391892370E+21,2.56592677025736E+20,2.26970515010318E+20
1043,1.5596789870295E+13,1.83533643846664E+21,2.66910301476738E+20,2.36018126898083E+20
1044,1.6075427511130E+13,1.91590422157719E+21,2.77402323805547E+20,2.45213649923119E+20
1045,1.6554065151965E+13,1.99836376134943E+21,2.88072828435967E+20,2.54560516223244E+20
1046,1.7032702792800E+13,2.08276266629747E+21,2.98925969636697E+20,2.64062213501834E+20
1047,1.7511340433635E+13,2.16914968457911E+21,3.09965972817630E+20,2.73722286024753E+20
1048,1.7989978074470E+13,2.25757472882390E+21,3.21197135856712E+20,2.83544335640451E+20
1049,1.8468615715305E+13,2.34808890157887E+21,3.32623830457879E+20,2.93532022823611E+20
1050,1.8947253356140E+13,2.44074452138505E+21,3.44250503540626E+20,3.03689067742730E+20
1051,1.9589565244913E+13,2.55695898960421E+21,3.59081870568950E+20,3.16665043239305E+20
1052,2.0231877133686E+13,2.67599274658640E+21,3.74176065621221E+20,3.29863555419927E+20
1053,2.0874189022459E+13,2.79791735632867E+21,3.89539135257389E+20,3.43289658517140E+20
1054,2.1516500911232E+13,2.92280609637235E+21,4.05177231292154E+20,3.56948490181295E+20
1055,2.2158812800005E+13,3.05073399589602E+21,4.21096612812247E+20,3.70845273028090E+20
1056,2.2801124688778E+13,3.18177787474417E+21,4.37303648239736E+20,3.84985316220760E+20
1057,2.3443436577551E+13,3.31601638341168E+21,4.53804817442173E+20,3.99374017087504E+20
1058,2.4085748466324E+13,3.45353004400500E+21,4.70606713890387E+20,4.14016862774717E+20
1059,2.4728060355097E+13,3.59440129220094E+21,4.87716046864798E+20,4.28919431936650E+20
1060,2.5370372243870E+13,3.73871452022467E+21,5.05139643711086E+20,4.44087396462078E+20
1061,2.6232964900162E+13,3.91946827868191E+21,5.27312345394468E+20,4.63417888494053E+20
1062,2.7095557556454E+13,4.10475601246912E+21,5.49898646383049E+20,4.83097625273883E+20
1063,2.7958150212746E+13,4.29469325986347E+21,5.72907841254081E+20,5.03134322039951E+20
1064,2.8820742869038E+13,4.48939832106156E+21,5.96349390115615E+20,5.23535824564823E+20
1065,2.9683335525330E+13,4.68899232090709E+21,6.20232921874434E+20,5.44310111652283E+20
1066,3.0545928181622E+13,4.89359927313140E+21,6.44568237576027E+20,5.65465297688128E+20
1067,3.1408520837914E+13,5.10334614613965E+21,6.69365313817865E+20,5.87009635245630E+20
1068,3.2271113494206E+13,5.31836293037617E+21,6.94634306237333E+20,6.08951517746618E+20
1069,3.3133706150498E+13,5.53878270730306E+21,7.20385553075647E+20,6.31299482179107E+20
1070,3.3996298806790E+13,5.76474172002696E+21,7.46629578819148E+20,6.54062211872461E+20
1071,3.5155572596102E+13,6.04741413355513E+21,7.79959246233101E+20,6.83012545458395E+20
1072,3.6314846385414E+13,6.33738768812834E+21,8.13938269564076E+20,7.12509414965771E+20
1073,3.7474120174726E+13,6.63631244223830E+21,8.48768154617495E+20,7.42728424310993E+20
1074,3.8633393964038E+13,6.94685547461086E+21,8.84776505309658E+20,7.73955218359906E+20
1075,3.9792667753350E+13,7.26576652606222E+21,9.21534866144730E+20,8.05813897331115E+20
1076,4.0951941542662E+13,7.59326618922348E+21,9.59060194134005E+20,8.38318441253143E+20
1077,4.2111215331974E+13,7.92958056571421E+21,9.97369779876885E+20,8.71483093771297E+20
1078,4.3270489121286E+13,8.27494139906905E+21,1.03648125450952E+21,9.05322367461523E+20
1079,4.4429762910598E+13,8.62958621090821E+21,1.07641259680495E+21,9.39851049256768E+20
1080,4.5589036699910E+13,8.99375844042531E+21,1.11718214042771E+21,9.75084205987881E+20
1081,4.7148181755047E+13,9.44783619622884E+21,1.16872068831654E+21,1.01968530409592E+21
1082,4.8707326810184E+13,9.91447862919423E+21,1.22136500196910E+21,1.06521579356388E+21
1083,5.0266471865321E+13,1.03940200226857E+22,1.27514012800445E+21,1.11169624135260E+21
1084,5.1825616920458E+13,1.08868030555050E+22,1.33007161271448E+21,1.15914760788614E+21
1085,5.3384761975595E+13,1.13931790058917E+22,1.38618551257312E+21,1.20759125505968E+21
1086,5.4943907030732E+13,1.19135079604781E+22,1.44350840497275E+21,1.25704895441517E+21
1087,5.6503052085869E+13,1.24481590283098E+22,1.50206739919202E+21,1.30754289548774E+21
1088,5.8062197141006E+13,1.29975105600464E+22,1.56189014759969E+21,1.35909569432615E+21
1089,5.9621342196143E+13,1.35619503724596E+22,1.62300485709900E+21,1.41173040219036E+21
1090,6.1180487251280E+13,1.41418759783481E+22,1.68544030081731E+21,1.46547051442960E+21
1091,6.3278977963999E+13,1.48643884510857E+22,1.76426317280474E+21,1.53340968900649E+21
1092,6.5377468676718E+13,1.56073367635530E+22,1.84483004034219E+21,1.60280864600381E+21
1093,6.7475959389437E+13,1.63712672339372E+22,1.92718025349094E+21,1.67369949145811E+21
1094,6.9574450102156E+13,1.71567399497256E+22,2.01135396039717E+21,1.74611495633989E+21
1095,7.1672940814875E+13,1.79643291039386E+22,2.09739212422179E+21,1.82008840937978E+21
1096,7.3771431527594E+13,1.87946233394539E+22,2.18533654043161E+21,1.89565387015951E+21
1097,7.5869922240313E+13,1.96482261016047E+22,2.27522985445871E+21,1.97284602247248E+21
1098,7.7968412953032E+13,2.05257559992376E+22,2.36711557973519E+21,2.05170022795903E+21
1099,8.0066903665751E+13,2.14278471744204E+22,2.46103811611093E+21,2.13225254002141E+21
1100,8.2165394378470E+13,2.23551496809940E+22,2.55704276866141E+21,2.21453971802395E+21
1101,8.4991883945089E+13,2.35097024698686E+22,2.67811519002974E+21,2.31845801772025E+21
1102,8.7818373511708E+13,2.46975474366726E+22,2.80193945380555E+21,2.42466949270285E+21
1103,9.0644863078327E+13,2.59195787181176E+22,2.92857758207913E+21,2.53322442491538E+21
1104,9.3471352644946E+13,2.71767130660406E+22,3.05809287405620E+21,2.64417409066771E+21
1105,9.6297842211565E+13,2.84698904010238E+22,3.19054993329741E+21,2.75757078114955E+21
1106,9.9124331778184E+13,2.98000743792282E+22,3.32601469553337E+21,2.87346782336271E+21
1107,1.01950821344803E+14,3.11682529727381E+22,3.46455445706655E+21,2.99191960147992E+21
1108,1.04777310911422E+14,3.25754390637174E+22,3.60623790377173E+21,3.11298157863825E+21
1109,1.07603800478041E+14,3.40226710526873E+22,3.75113514070658E+21,3.23671031917531E+21
1110,1.10430290044660E+14,3.55110134812396E+22,3.89931772234447E+21,3.36316351131655E+21
1111,1.14240135051201E+14,3.73631721226341E+22,4.08603038739078E+21,3.52272285965191E+21
1112,1.18049980057742E+14,3.92696542131613E+22,4.27708880526886E+21,3.68588657664453E+21
1113,1.21859825064283E+14,4.12319251858575E+22,4.47259102891423E+21,3.85273364894757E+21
1114,1.25669670070824E+14,4.32514876548849E+22,4.67263715788438E+21,4.02334464755549E+21
1115,1.29479515077365E+14,4.53298823262973E+22,4.87732938215254E+21,4.19780176058258E+21
1116,1.33289360083906E+14,4.74686889303761E+22,5.08677202681997E+21,4.37618882670490E+21
1117,1.37099205090447E+14,4.96695271760178E+22,5.30107159776499E+21,4.55859136927829E+21
1118,1.40909050096988E+14,5.19340577276619E+22,5.52033682824702E+21,4.74509663114503E+21
1119,1.44718895103529E+14,5.42639832052590E+22,5.74467872648457E+21,4.93579361014228E+21
1120,1.48528740110070E+14,5.66610492077907E+22,5.97421062422628E+21,5.13077309532558E+21
1121,1.53667834517878E+14,5.96429657994324E+22,6.26322605417105E+21,5.37663640067478E+21
1122,1.58806928925686E+14,6.27136610388281E+22,6.55911212306290E+21,5.62816999433569E+21
1123,1.63946023333494E+14,6.58755397587754E+22,6.86202427834715E+21,5.88549830102073E+21
1124,1.69085117741302E+14,6.91310679622598E+22,7.17212125095071E+21,6.14874827245127E+21
1125,1.74224212149110E+14,7.24827743195649E+22,7.48956512565972E+21,6.41804943970686E+21
1126,1.79363306556918E+14,7.59332517005730E+22,7.81452141296452E+21,6.69353396662708E+21
1127,1.84502400964726E+14,7.94851587430295E+22,8.14715912240064E+21,6.97533670428589E+21
1128,1.89641495372534E+14,8.31412214575666E+22,8.48765083741546E+21,7.26359524655873E+21
1129,1.94780589780342E+14,8.69042348702927E+22,8.83617279179042E+21,7.55844998680319E+21
1130,1.99919684188150E+14,9.07770647037739E+22,9.19290494764956E+21,7.86004417567405E+21
1131,2.06856897229479E+14,9.55936034522417E+22,9.64184350142252E+21,8.24015210193125E+21
1132,2.13794110270808E+14,1.00555446609515E+23,1.01016591509366E+22,8.62919041934352E+21
1133,2.20731323312137E+14,1.05666545111493E+23,1.05725989583802E+22,9.02735562752331E+21
1134,2.27668536353466E+14,1.10930950572508E+23,1.10549152585022E+22,9.43484825999120E+21
1135,2.34605749394795E+14,1.16352817744320E+23,1.15488657716826E+22,9.85187296775748E+21
1136,2.41542962436124E+14,1.21936407032479E+23,1.20547137193476E+22,1.02786386045752E+22
1137,2.48480175477453E+14,1.27686087071283E+23,1.25727279417761E+22,1.07153583138961E+22
1138,2.55417388518782E+14,1.33606337358624E+23,1.31031830183437E+22,1.11622496175619E+22
1139,2.62354601560111E+14,1.39701750952035E+23,1.36463593902534E+22,1.16195345062628E+22
1140,2.69291814601440E+14,1.45977037227244E+23,1.42025434857994E+22,1.20874395317987E+22
1141,2.78663169749570E+14,1.53780306337698E+23,1.49021995948105E+22,1.26769297615017E+22
1142,2.88034524897700E+14,1.61821732520670E+23,1.56191012304855E+22,1.32805031639511E+22
1143,2.97405880045830E+14,1.70107813231314E+23,1.63536419613729E+22,1.38984707754568E+22
1144,3.06777235193960E+14,1.78645211661224E+23,1.71062238287622E+22,1.45311500760753E+22
1145,3.16148590342090E+14,1.87440760774044E+23,1.78772575283178E+22,1.51788651230393E+22
1146,3.25519945490220E+14,1.96501467434465E+23,1.86671625954618E+22,1.58419466868424E+22
1147,3.34891300638350E+14,2.05834516632599E+23,1.94763675945777E+22,1.65207323900296E+22
1148,3.44262655786480E+14,2.15447275805830E+23,2.03053103121112E+22,1.72155668487430E+22
1149,3.53634010934610E+14,2.25347299260209E+23,2.11544379536434E+22,1.79268018170762E+22
1150,3.63005366082740E+14,2.35542332693562E+23,2.20242073450138E+22,1.86547963342893E+22
1151,3.75674253359028E+14,2.48219094868907E+23,2.31180066016502E+22,1.95717102377660E+22
1152,3.88343140635316E+14,2.61286716863687E+23,2.42391917690324E+22,2.05108646806170E+22
1153,4.01012027911604E+14,2.74755892765252E+23,2.53883910814690E+22,2.14727530090157E+22
1154,4.13680915187892E+14,2.88637589498590E+23,2.65662463965810E+22,2.24578788680876E+22
1155,4.26349802464180E+14,3.02943053443655E+23,2.77734134870404E+22,2.34667564149038E+22
1156,4.39018689740468E+14,3.17683817204529E+23,2.90105623383004E+22,2.44999105356920E+22
1157,4.51687577016756E+14,3.32871706533661E+23,3.02783774524326E+22,2.55578770673455E+22
1158,4.64356464293044E+14,3.48518847414508E+23,3.15775581581905E+22,2.66412030233106E+22
1159,4.77025351569332E+14,3.64637673305941E+23,3.29088189274209E+22,2.77504468239345E+22
1160,4.89694238845620E+14,3.81240932551877E+23,3.42728896979449E+22,2.88861785313564E+22
1161,5.06833537205217E+14,4.01886444847371E+23,3.59879397213824E+22,3.03163788821466E+22
1162,5.23972835564814E+14,4.23174207071643E+23,3.77465493951394E+22,3.17817542382722E+22
1163,5.41112133924411E+14,4.45121832081804E+23,3.95497233619006E+22,3.32830885475125E+22
1164,5.58251432284008E+14,4.67747381816451E+23,4.13984881797121E+22,3.48211822259545E+22
1165,5.75390730643605E+14,4.91069378136147E+23,4.32938927905060E+22,3.63968524979735E+22
1166,5.92530029003202E+14,5.15106813910439E+23,4.52370089981969E+22,3.80109337429158E+22
1167,6.09669327362799E+14,5.39879164356626E+23,4.72289319565357E+22,3.96642778486072E+22
1168,6.26808625722396E+14,5.65406398635605E+23,4.92707806669092E+22,4.13577545718168E+22
1169,6.43947924081993E+14,5.91708991710197E+23,5.13636984862770E+22,4.30922519058031E+22
1170,6.61087222441590E+14,6.18807936471480E+23,5.35088536454405E+22,4.48686764550765E+22
1171,6.84291383949290E+14,6.52507923001416E+23,5.62055889775897E+22,4.71054486247528E+22
1172,7.07495545456990E+14,6.87264388188608E+23,5.89717229069174E+22,4.93979367117474E+22
1173,7.30699706964690E+14,7.23106354301141E+23,6.18088645901715E+22,5.17473884666202E+22
1174,7.53903868472390E+14,7.60063582562195E+23,6.47186584518641E+22,5.41550779832900E+22
1175,7.77108029980090E+14,7.98166590890836E+23,6.77027849365714E+22,5.66223062416728E+22
1176,8.00312191487790E+14,8.37446672042530E+23,7.07629612765200E+22,5.91504016609626E+22
1177,8.23516352995490E+14,8.77935912157724E+23,7.39009422747518E+22,6.17407206637527E+22
1178,8.46720514503190E+14,9.19667209727004E+23,7.71185211041668E+22,6.43946482511988E+22
1179,8.69924676010890E+14,9.62674294981500E+23,8.04175301227460E+22,6.71135985894261E+22
1180,8.93128837518590E+14,1.00699174971735E+24,8.37998417052640E+22,6.98990156073906E+22
1181,9.24566972599244E+14,1.06211396191091E+24,8.80515351227650E+22,7.34061109729307E+22
1182,9.56005107679898E+14,1.11897572005972E+24,9.24139712951399E+22,7.70015914412769E+22
1183,9.87443242760552E+14,1.17762486298472E+24,9.68897312722758E+22,8.06874458137379E+22
1184,1.01888137784121E+15,1.23811044492647E+24,1.01481452875492E+23,8.44657050445268E+22
1185,1.05031951292186E+15,1.30048276454672E+24,1.06191831905191E+23,8.83384431067481E+22
1186,1.08175764800251E+15,1.36479339457711E+24,1.11023623372907E+23,9.23077778752829E+22
1187,1.11319578308317E+15,1.43109521212812E+24,1.15979642758209E+23,9.63758720268751E+22
1188,1.14463391816382E+15,1.49944242967204E+24,1.21062767290923E+23,1.00544933957738E+23
1189,1.17607205324448E+15,1.56989062671378E+24,1.26275937259182E+23,1.04817218719009E+23
1190,1.20751018832513E+15,1.64249678216341E+24,1.31622157343744E+23,1.09195028970368E+23
1191,1.25013529797301E+15,1.73282569058336E+24,1.38342470946177E+23,1.14707185946201E+23
1192,1.29276040762088E+15,1.82602123418985E+24,1.45239777840675E+23,1.20359760325877E+23
1193,1.33538551726876E+15,1.92216228305440E+24,1.52318223046628E+23,1.26155926076770E+23
1194,1.37801062691664E+15,2.02132970525939E+24,1.59582042987442E+23,1.32098924632605E+23
1195,1.42063573656451E+15,2.12360641425261E+24,1.67035567428527E+23,1.38192066275221E+23
1196,1.46326084621239E+15,2.22907741724739E+24,1.74683221454184E+23,1.44438731543128E+23
1197,1.50588595586027E+15,2.33782986468954E+24,1.82529527484098E+23,1.50842372667360E+23
1198,1.54851106550815E+15,2.44995310081284E+24,1.90579107330224E+23,1.57406515035105E+23
1199,1.59113617515602E+15,2.56553871530509E+24,1.98836684294776E+23,1.64134758681636E+23
1200,1.63376128480390E+15,2.68468059610720E+24,2.07307085310128E+23,1.71030779811042E+23
1201,1.69159643428596E+15,2.83294751551902E+24,2.17954991937488E+23,1.79714238284405E+23
1202,1.74943158376802E+15,2.98594172341375E+24,2.28886197750526E+23,1.88621097004268E+23
1203,1.80726673325007E+15,3.14379325621790E+24,2.40107366448386E+23,1.97756426946520E+23
1204,1.86510188273213E+15,3.30663543271083E+24,2.51625308909269E+23,2.07125407086116E+23
1205,1.92293703221419E+15,3.47460493124969E+24,2.63446986299148E+23,2.16733326601213E+23
1206,1.98077218169625E+15,3.64784186868149E+24,2.75579513242444E+23,2.26585587119812E+23
1207,2.03860733117831E+15,3.82648988097558E+24,2.88030161055808E+23,2.36687705009633E+23
1208,2.09644248066036E+15,4.01069620561108E+24,3.00806361046177E+23,2.47045313712036E+23
1209,2.15427763014242E+15,4.20061176575449E+24,3.13915707874306E+23,2.57664166120758E+23
1210,2.21211277962448E+15,4.39639125626259E+24,3.27365962984969E+23,2.68550137006275E+23
1211,2.29064278330115E+15,4.64011443038450E+24,3.44275420701187E+23,2.82259302324998E+23
1212,2.36917278697782E+15,4.89163764134635E+24,3.61638971296489E+23,2.96324376904591E+23
1213,2.44770279065449E+15,5.15117526740280E+24,3.79467337234052E+23,3.10753470257176E+23
1214,2.52623279433116E+15,5.41894707502084E+24,3.97771477969456E+23,3.25554864795034E+23
1215,2.60476279800782E+15,5.69517834465215E+24,4.16562594934911E+23,3.40737019345440E+23
1216,2.68329280168449E+15,5.98009999922170E+24,4.35852136622070E+23,3.56308572732788E+23
1217,2.76182280536116E+15,6.27394873538603E+24,4.55651803765229E+23,3.72278347429196E+23
1218,2.84035280903783E+15,6.57696715761622E+24,4.75973554626779E+23,3.88655353274843E+23
1219,2.91888281271450E+15,6.88940391516060E+24,4.96829610386768E+23,4.05448791269250E+23
1220,2.99741281639117E+15,7.21151384194391E+24,5.18232460638482E+23,4.22668057434784E+23
1221,3.10412071265470E+15,7.61266262522157E+24,5.45143450251398E+23,4.44356426112267E+23
1222,3.21082860891822E+15,8.02668703725314E+24,5.72783249328933E+23,4.66612541902245E+23
1223,3.31753650518175E+15,8.45394042784516E+24,6.01169124220002E+23,4.89449384153710E+23
1224,3.42424440144527E+15,8.89478498444213E+24,6.30318722860569E+23,5.12880209026550E+23
